,title,author,num_rating,num_reviews,avg_rating,num_pages,original_publish_year,series,genres,award,place,url
0,Airborn,Kenneth Oppel,23697,1991,4.17,501,2005,True,"['Science Fiction Steampunk', 'Fantasy', 'Young Adult', 'Science Fiction', 'Adventure', 'Fiction', 'Young Adult Teen', 'Adventure Pirates', 'Audiobook', 'Childrens Middle Grade']",11,,https://www.goodreads.com//book/show/428042.Airborn
1,My Life Next Door,Huntley Fitzpatrick,139278,9673,3.99,394,2012,False,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Womens Fiction Chick Lit', 'Realistic Fiction', 'Young Adult Young Adult Contemporary', 'Romance Contemporary Romance', 'Young Adult Young Adult Romance', 'Young Adult High School']",2,United States,https://www.goodreads.com//book/show/12294652-my-life-next-door
2,Double Identity,Margaret Peterson Haddix,15407,1404,4.02,218,2007,False,"['Young Adult', 'Science Fiction', 'Fiction', 'Mystery', 'Fantasy', 'Childrens Middle Grade', 'Childrens', 'Young Adult Teen', 'Adventure', 'Realistic Fiction']",0,,https://www.goodreads.com//book/show/155370.Double_Identity
3,Uncommon Criminals,Ally Carter,41225,2368,4.13,298,2011,True,"['Young Adult', 'Mystery', 'Contemporary', 'Romance', 'Fiction', 'Adventure', 'Young Adult Teen', 'Mystery Crime', 'Womens Fiction Chick Lit', 'Realistic Fiction']",1,United States,https://www.goodreads.com//book/show/10327303-uncommon-criminals
4,House Rules,Jodi Picoult,152691,11481,4.02,532,2010,False,"['Fiction', 'Mystery', 'Contemporary', 'Adult Fiction', 'Adult', 'Womens Fiction Chick Lit', 'Drama', 'Family', 'Realistic Fiction', 'Health Aspergers']",1,United States,https://www.goodreads.com//book/show/6614960-house-rules
5,Code Name Verity,Elizabeth Wein,102876,14674,4.02,452,2012,True,"['Historical Historical Fiction', 'Young Adult', 'Fiction', 'Historical', 'War', 'War World War II', 'Audiobook', 'Young Adult Teen', 'Mystery', 'Adventure']",15,,https://www.goodreads.com//book/show/11925514-code-name-verity
6,Lips of a Mastodon,Ted Bernal Guevara,3825,27,3.5,226,2015,False,"['Drama', 'Mystery', 'Fiction', 'Mystery Crime', 'Thriller', 'Suspense', 'Thriller Psychological Thriller', 'Adult Fiction', 'Novels', 'Adventure']",0,,https://www.goodreads.com//book/show/26004546-lips-of-a-mastodon
7,Juliet,Anne Fortier,25919,3835,3.91,447,2010,False,"['Historical Historical Fiction', 'Romance', 'Fiction', 'Mystery', 'Historical', 'Cultural Italy', 'Contemporary', 'Adult', 'Womens Fiction Chick Lit', 'Adult Fiction']",1,Italy,https://www.goodreads.com//book/show/6718608-juliet
8,The Young Elites,Marie Lu,118100,13349,3.88,355,2014,True,"['Fantasy', 'Young Adult', 'Science Fiction Dystopia', 'Romance', 'Fantasy Magic', 'Fiction', 'Young Adult Young Adult Fantasy', 'Science Fiction', 'Fantasy High Fantasy', 'Fantasy Paranormal']",2,,https://www.goodreads.com//book/show/20821111-the-young-elites
9,Reckless,S.C. Stephens,76241,5390,4.41,546,2013,True,"['Romance', 'New Adult', 'Contemporary', 'Romance Contemporary Romance', 'Music', 'Adult', 'Adult Fiction Erotica', 'Womens Fiction Chick Lit', 'Young Adult', 'Love']",1,,https://www.goodreads.com//book/show/13600318-reckless
10,The Sugar Queen,Sarah Addison Allen,50141,5658,3.98,276,2008,False,"['Fiction', 'Magical Realism', 'Romance', 'Womens Fiction Chick Lit', 'Fantasy', 'Contemporary', 'Fantasy Magic', 'Adult', 'Adult Fiction', 'American Southern']",1,United States,https://www.goodreads.com//book/show/2200877.The_Sugar_Queen
11,Ice in My Veins,Kelli Sullivan,263,36,3.81,272,2010,False,"['Young Adult', 'Sports Sports', 'Romance', 'Fiction', 'New Adult', 'Contemporary', 'Contemporary Romance Sports Romance', 'Young Adult Young Adult Romance']",0,,https://www.goodreads.com//book/show/9838977-ice-in-my-veins
12,Blue is for Nightmares,Laurie Faria Stolarz,18130,955,3.82,284,2003,True,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Mystery', 'Fantasy Magic', 'Paranormal Witches', 'Fiction', 'Romance', 'Fantasy Supernatural', 'Young Adult Teen']",0,,https://www.goodreads.com//book/show/477338.Blue_is_for_Nightmares
13,"A Child Called ""It""",Dave Pelzer,389750,16159,4.11,184,1995,True,"['Nonfiction', 'Autobiography Memoir', 'Biography', 'Psychology', 'Biography Autobiography', 'Sociology Abuse', 'Biography Memoir', 'Adult', 'Crime True Crime', 'True Story']",3,,https://www.goodreads.com//book/show/60748.A_Child_Called_It_
14,Carnal: Somewhere Over 40 Winks,Rom LcO'Feer,2788,17,3.45,222,2009,False,"['Psychology', 'Contemporary', 'Fiction', 'Drama']",0,,https://www.goodreads.com//book/show/7673244-carnal
15,Dream Caster,Najeev Raj Nadarajah,195,83,4.15,362,2012,True,"['Fantasy', 'Young Adult', 'Science Fiction', 'Science Fiction Dystopia', 'Apocalyptic Post Apocalyptic', 'Fantasy Paranormal', 'Fiction', 'Action']",0,,https://www.goodreads.com//book/show/16077824-dream-caster
16,September Ends,Hunter S. Jones,478,157,3.99,274,2013,True,"['Romance', 'Poetry', 'Romance Love Story', 'Romance Contemporary Romance', 'Fantasy Paranormal', 'Fantasy', 'Contemporary', 'New Adult', 'Fiction', 'Adult']",1,United Kingdom,https://www.goodreads.com//book/show/18586895-september-ends
17,Half Magic,Edward Eager,36226,1634,3.93,192,1999,True,"['Fantasy', 'Childrens', 'Fiction', 'Childrens Middle Grade', 'Young Adult', 'Classics', 'Fantasy Magic', 'Adventure', 'Childrens Juvenile', 'Humor']",0,,https://www.goodreads.com//book/show/225038.Half_Magic
18,Once Upon a Marigold,Jean Ferris,24039,1595,4.0,271,2004,True,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy Fairy Tales', 'Childrens Middle Grade', 'Fiction', 'Childrens', 'Humor', 'Adventure', 'Childrens Juvenile']",3,,https://www.goodreads.com//book/show/157055.Once_Upon_a_Marigold
19,Hotel on the Corner of Bitter and Sweet,Jamie Ford,271484,20906,4.02,290,2009,False,"['Historical Historical Fiction', 'Fiction', 'Historical', 'Romance', 'War World War II', 'Book Club', 'Adult Fiction', 'Adult', 'War', 'Audiobook']",4,United States,https://www.goodreads.com//book/show/3367956-hotel-on-the-corner-of-bitter-and-sweet
20,Spells,Aprilynne Pike,39542,2004,3.98,359,2010,True,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy Paranormal', 'Paranormal Fairies', 'Fantasy Magic', 'Fairies Fae', 'Fiction', 'Fantasy Urban Fantasy', 'Romance Paranormal Romance']",0,United States,https://www.goodreads.com//book/show/6801582-spells
21,Eve,Anna Carey,41892,3522,3.69,336,2011,True,"['Science Fiction Dystopia', 'Young Adult', 'Romance', 'Science Fiction', 'Fantasy', 'Apocalyptic Post Apocalyptic', 'Fiction', 'Adventure', 'Young Adult Teen', 'Adventure Survival']",0,United States,https://www.goodreads.com//book/show/9297774-eve
22,Farsighted,Emlyn Chand,886,319,3.7,206,2011,True,"['Fantasy Urban Fantasy', 'Fantasy Paranormal', 'Young Adult', 'Young Adult Teen', 'Thriller', 'Young Adult Young Adult Fantasy', 'Disability', 'Romance Paranormal Romance', 'Contemporary', 'Mystery']",5,,https://www.goodreads.com//book/show/12368303-farsighted
23,The Cruel Prince,Holly Black,301217,35232,4.1,370,2018,True,"['Fantasy', 'Young Adult', 'Romance', 'Young Adult Young Adult Fantasy', 'Fairies Fae', 'Fiction', 'Fantasy Magic', 'Audiobook', 'Paranormal Fairies', 'Fantasy Paranormal']",3,,https://www.goodreads.com//book/show/26032825-the-cruel-prince
24,The Sweetness at the Bottom of the Pie,Alan Bradley,152038,16539,3.82,386,2009,True,"['Mystery', 'Fiction', 'Historical Historical Fiction', 'Young Adult', 'Audiobook', 'Thriller Mystery Thriller', 'Mystery Crime', 'Historical', 'Adult', 'European Literature British Literature']",10,United Kingdom,https://www.goodreads.com//book/show/40605285-the-sweetness-at-the-bottom-of-the-pie
25,Chasing the Red Queen,Karen Glista,2075,83,4.27,277,2018,False,"['Fiction', 'Novels', 'Contemporary', 'New Adult', 'Young Adult', 'Adult', 'Romance', 'Fantasy', 'Romance Love Story', 'Book Club']",0,,https://www.goodreads.com//book/show/38343303-chasing-the-red-queen
26,Angel,James Patterson,48538,1992,4.01,298,2011,True,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Adventure', 'Romance', 'Fantasy Paranormal', 'Action', 'Young Adult Teen', 'Fantasy Supernatural']",0,France,https://www.goodreads.com//book/show/7201913-angel
27,Size 12 Is Not Fat,Meg Cabot,81465,2738,3.75,345,2005,True,"['Womens Fiction Chick Lit', 'Mystery', 'Fiction', 'Romance', 'Contemporary', 'Adult', 'Young Adult', 'Humor', 'Adult Fiction', 'Mystery Crime']",0,United States,https://www.goodreads.com//book/show/23220.Size_12_Is_Not_Fat
28,Bloodrose,Andrea Cremer,27506,2283,4.06,406,2012,True,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Shapeshifters Werewolves', 'Romance', 'Fantasy Supernatural', 'Romance Paranormal Romance', 'Fantasy Magic', 'Paranormal Shapeshifters', 'Animals Wolves']",0,,https://www.goodreads.com//book/show/8130839-bloodrose
29,The Chosen,Andrea Buginsky,60,18,3.97,114,2010,False,"['Young Adult', 'Fantasy']",0,,https://www.goodreads.com//book/show/9931985-the-chosen
30,Wolf Brother,Michelle Paver,23029,1586,4.18,295,2006,True,"['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Historical Historical Fiction', 'Childrens Middle Grade', 'Historical', 'Childrens', 'Animals', 'Fantasy Magic']",2,,https://www.goodreads.com//book/show/295305.Wolf_Brother
31,Beautiful Bastard,Christina Lauren,160582,9342,4.0,272,2013,True,"['Romance', 'Contemporary', 'Romance Contemporary Romance', 'Adult Fiction Erotica', 'Adult', 'New Adult', 'Romance Erotic Romance', 'Womens Fiction Chick Lit', 'Fiction', 'Humor']",1,United States,https://www.goodreads.com//book/show/16102004-beautiful-bastard
32,Alien Species Intervention,J.K. Accinni,1013,196,3.83,518,2013,True,"['Science Fiction', 'Horror', 'Fantasy Paranormal', 'Science Fiction Aliens', 'Science Fiction Dystopia', 'Fantasy', 'Dark', 'Thriller', 'Young Adult', 'Wildlife']",0,,https://www.goodreads.com//book/show/18874565-alien-species-intervention
33,The Tea Rose,Jennifer Donnelly,33645,3051,4.19,675,2006,True,"['Historical Historical Fiction', 'Romance', 'Fiction', 'Historical', 'Romance Historical Romance', 'Adult', 'European Literature British Literature', 'Mystery', 'Womens Fiction Chick Lit', 'Literature 19th Century']",0,United Kingdom,https://www.goodreads.com//book/show/261331.The_Tea_Rose
34,God of Wine,Mimi Jean Pamfiloff,958,110,4.22,0,2016,True,"['Fantasy Paranormal', 'Romance Paranormal Romance', 'Romance', 'Fantasy Mythology', 'Fantasy', 'Humor', 'Fantasy Supernatural', 'Paranormal Vampires', 'Mythology Gods', 'Romance Fantasy Romance']",0,,https://www.goodreads.com//book/show/32273412-god-of-wine
35,The Blue Castle,L.M. Montgomery,31490,4393,4.27,218,1989,False,"['Classics', 'Fiction', 'Romance', 'Historical Historical Fiction', 'Young Adult', 'Historical', 'Cultural Canada', 'Romance Historical Romance', 'Adult', 'Adult Fiction']",0,Canada,https://www.goodreads.com//book/show/95693.The_Blue_Castle
36,Embrace,Jessica Shirvington,25610,2093,4.01,382,2010,True,"['Young Adult', 'Paranormal Angels', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Fiction', 'Fantasy Magic']",0,,https://www.goodreads.com//book/show/8635145-embrace
37,The Drake House,Kelly Moran,193,53,4.04,352,2015,False,"['Romance', 'Fantasy Paranormal', 'Mystery', 'Romance Romantic Suspense', 'Horror Ghost Stories', 'Romance Contemporary Romance', 'Paranormal Ghosts', 'Horror', 'Suspense', 'Romance Paranormal Romance']",0,,https://www.goodreads.com//book/show/16135468-the-drake-house
38,Forbidden,Tabitha Suzuma,56174,9689,4.03,418,2010,False,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Dark', 'New Adult', 'Drama', 'Young Adult Young Adult Contemporary', 'Romance Contemporary Romance']",11,United Kingdom,https://www.goodreads.com//book/show/7600924-forbidden
39,The Bridge To Caracas,Stephen Douglass,3417,41,3.56,0,,True,"['Thriller', 'Mystery Crime', 'Romance', 'Drama', 'Contemporary', 'Fiction', 'Business Amazon', 'Suspense', 'Thriller Mystery Thriller']",0,,https://www.goodreads.com//book/show/22842297-the-bridge-to-caracas
40,Magician,Raymond E. Feist,64457,1587,4.28,681,2009,True,"['Fantasy', 'Fiction', 'Fantasy Epic Fantasy', 'Young Adult', 'Childrens', 'Fantasy High Fantasy', 'Adventure', 'Fantasy Magic', 'Childrens Middle Grade', 'Science Fiction Fantasy']",0,,https://www.goodreads.com//book/show/43916.Magician
41,Slated,Teri Terry,26326,2884,4.07,439,2012,True,"['Young Adult', 'Science Fiction Dystopia', 'Science Fiction', 'Romance', 'Fantasy', 'Fiction', 'Mystery', 'Thriller', 'Young Adult Teen', 'Young Adult Young Adult Fantasy']",1,,https://www.goodreads.com//book/show/12743472-slated
42,The Lost Symbol,Dan Brown,541209,27575,3.72,509,2009,True,"['Fiction', 'Mystery', 'Thriller', 'Thriller Mystery Thriller', 'Suspense', 'Adventure', 'Historical Historical Fiction', 'Mystery Crime', 'Novels', 'Adult']",2,United States,https://www.goodreads.com//book/show/6411961-the-lost-symbol
43,The Immortal Life of Henrietta Lacks,Rebecca Skloot,618749,35642,4.07,370,2010,False,"['Nonfiction', 'Science', 'History', 'Biography', 'Health Medicine', 'Audiobook', 'Medical', 'Book Club', 'Historical', 'Biography Memoir']",9,United States,https://www.goodreads.com//book/show/6493208-the-immortal-life-of-henrietta-lacks
44,The Sparrow,Mary Doria Russell,67327,7491,4.12,516,1997,True,"['Science Fiction', 'Fiction', 'Fantasy', 'Religion', 'Science Fiction Fantasy', 'Speculative Fiction', 'Science Fiction Aliens', 'Adult', 'Book Club', 'Novels']",8,Italy,https://www.goodreads.com//book/show/334176.The_Sparrow
45,The Sky Is Everywhere,Jandy Nelson,95262,9522,3.98,275,2010,False,"['Young Adult', 'Contemporary', 'Romance', 'Fiction', 'Realistic Fiction', 'Young Adult Young Adult Contemporary', 'Music', 'Death', 'Young Adult Teen', 'Womens Fiction Chick Lit']",9,United States,https://www.goodreads.com//book/show/6604794-the-sky-is-everywhere
46,Pure,Jennifer L. Armentrout,62030,3816,4.29,329,2012,True,"['Fantasy', 'Young Adult', 'Fantasy Paranormal', 'Romance', 'Fantasy Mythology', 'Romance Paranormal Romance', 'Fantasy Urban Fantasy', 'Fantasy Supernatural', 'Mythology Greek Mythology', 'Fantasy Magic']",0,,https://www.goodreads.com//book/show/9761771-pure
47,The Naming,Alison Croggon,24607,1613,4.02,492,2006,True,"['Fantasy', 'Young Adult', 'Fiction', 'Fantasy Magic', 'Fantasy High Fantasy', 'Young Adult Young Adult Fantasy', 'Adventure', 'Fantasy Epic Fantasy', 'Young Adult Teen', 'Science Fiction Fantasy']",0,,https://www.goodreads.com//book/show/393146.The_Naming
48,The Warded Man,Peter V. Brett,113913,5481,4.23,416,2009,True,"['Fantasy', 'Fiction', 'Fantasy Epic Fantasy', 'Fantasy High Fantasy', 'Fantasy Magic', 'Adventure', 'Paranormal Demons', 'Young Adult', 'Fantasy Dark Fantasy', 'Science Fiction Fantasy']",2,,https://www.goodreads.com//book/show/3428935-the-warded-man
49,Digital Fortress,Dan Brown,577705,9614,3.67,510,2004,False,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery Crime', 'Thriller Mystery Thriller', 'Novels', 'Science Fiction', 'Adventure', 'Drama']",0,United States,https://www.goodreads.com//book/show/11125.Digital_Fortress
50,Lifetime of Moratoriums,Rick Copper,6,2,4.17,188,2012,False,[],0,,https://www.goodreads.com//book/show/16182349-lifetime-of-moratoriums
51,Cross Country,Rick Copper,8,2,3.88,206,2011,False,[],0,,https://www.goodreads.com//book/show/16182366-cross-country
52,Since You've Been Gone,Morgan Matson,101157,11176,4.1,449,2014,False,"['Contemporary', 'Young Adult', 'Romance', 'Fiction', 'Young Adult Young Adult Contemporary', 'Realistic Fiction', 'Womens Fiction Chick Lit', 'Audiobook', 'Mystery', 'Young Adult Coming Of Age']",2,United States,https://www.goodreads.com//book/show/18189606-since-you-ve-been-gone
53,Sand,Lili Tufel,131,25,3.61,300,2012,False,"['Romance', 'War Military Fiction', 'Adventure', 'Action', 'Business Amazon']",0,,https://www.goodreads.com//book/show/11195608-sand
54,City of Masks,Mary Hoffman,15573,665,3.92,345,2004,True,"['Fantasy', 'Young Adult', 'Science Fiction Time Travel', 'Historical Historical Fiction', 'Fiction', 'Historical', 'Adventure', 'Romance', 'Childrens', 'Fantasy Magic']",0,Italy,https://www.goodreads.com//book/show/86737.City_of_Masks
55,A Million Suns,Beth Revis,52874,4057,4.02,386,2012,True,"['Young Adult', 'Science Fiction', 'Science Fiction Dystopia', 'Romance', 'Fantasy', 'Fiction', 'Mystery', 'Space', 'Young Adult Teen', 'Futuristic']",0,,https://www.goodreads.com//book/show/10345927-a-million-suns
56,John Belushi Is Dead,Kathy Charles,546,106,3.93,320,2010,False,"['Young Adult', 'Fiction', 'Contemporary', 'Death', 'Mystery', 'Young Adult Teen', 'Romance', 'American Americana', 'Young Adult Coming Of Age', 'Young Adult Young Adult Contemporary']",0,,https://www.goodreads.com//book/show/7706705-john-belushi-is-dead
57,Cut,Patricia McCormick,54677,2831,3.76,151,2002,False,"['Young Adult', 'Fiction', 'Health Mental Health', 'Realistic Fiction', 'Mental Health Mental Illness', 'Contemporary', 'Psychology', 'Young Adult Teen', 'Drama', 'Novels']",1,,https://www.goodreads.com//book/show/662597.Cut
58,Pushing the Limits,Katie McGarry,117772,7831,4.05,392,2012,True,"['Romance', 'Young Adult', 'Contemporary', 'New Adult', 'Romance Contemporary Romance', 'Young Adult High School', 'Realistic Fiction', 'Fiction', 'Young Adult Young Adult Romance', 'Young Adult Young Adult Contemporary']",5,United States,https://www.goodreads.com//book/show/10194514-pushing-the-limits
59,Lover Unleashed,J.R. Ward,87002,4121,4.27,512,2011,True,"['Fantasy Paranormal', 'Romance Paranormal Romance', 'Romance', 'Paranormal Vampires', 'Fantasy', 'Fantasy Urban Fantasy', 'Adult', 'Fiction', 'Adult Fiction Erotica', 'Fantasy Supernatural']",4,United States,https://www.goodreads.com//book/show/8492319-lover-unleashed
60,Key,Rick Copper,8,2,4.38,228,2012,False,[],0,,https://www.goodreads.com//book/show/16182316-key
61,The House at Riverton,Kate Morton,106727,8308,3.94,599,2007,False,"['Historical Historical Fiction', 'Fiction', 'Mystery', 'Historical', 'Romance', 'Gothic', 'European Literature British Literature', 'Adult', 'Adult Fiction', 'Audiobook']",1,United Kingdom,https://www.goodreads.com//book/show/1278752.The_House_at_Riverton
62,Waterfall,Lisa Tawn Bergren,19990,2209,4.03,369,2011,True,"['Science Fiction Time Travel', 'Young Adult', 'Historical Historical Fiction', 'Fantasy', 'Romance', 'Historical', 'Christian Fiction', 'Christian', 'Fiction', 'Science Fiction']",2,Italy,https://www.goodreads.com//book/show/7879278-waterfall
63,Inside Out,Maria V. Snyder,23722,1933,3.82,320,2010,True,"['Young Adult', 'Science Fiction Dystopia', 'Science Fiction', 'Fantasy', 'Romance', 'Fiction', 'Young Adult Teen', 'Adventure', 'Apocalyptic Post Apocalyptic', 'Mystery']",0,,https://www.goodreads.com//book/show/7059135-inside-out
64,Terra Feliz: Vanity,Ginny Bryce,28,4,4.21,212,2011,False,[],0,,https://www.goodreads.com//book/show/14405931-terra-feliz
65,"Bound By Blood: Volume 1 (Bound By Blood, #1)",Shane K.P. O'Neill,273,59,4.41,320,2012,True,"['Horror', 'Paranormal Vampires', 'Romance', 'Gothic', 'Romance Paranormal Romance', 'Fantasy Dark Fantasy', 'Historical', 'Fantasy Paranormal', 'Fantasy', 'Fiction']",0,,https://www.goodreads.com//book/show/16217523-bound-by-blood
66,Bras & Broomsticks,Sarah Mlynowski,9437,621,3.73,310,2006,True,"['Young Adult', 'Fantasy', 'Paranormal Witches', 'Fantasy Magic', 'Womens Fiction Chick Lit', 'Fiction', 'Young Adult Teen', 'Romance', 'Fantasy Paranormal', 'Childrens Middle Grade']",0,United States,https://www.goodreads.com//book/show/26210.Bras_Broomsticks
67,Ugly Love,Colleen Hoover,194503,20934,4.25,337,2014,False,"['Romance', 'New Adult', 'Contemporary', 'Romance Contemporary Romance', 'Fiction', 'Adult', 'Womens Fiction Chick Lit', 'Young Adult', 'Audiobook', 'Drama']",1,United States,https://www.goodreads.com//book/show/17788401-ugly-love
